app_id,reviewId,userName,score,content,thumbsUpCount,at,replyContent,repliedAt,appVersion,label_sentiment
gov.disdukcapilkotabdg.salaman,185909d7-5deb-42a4-9dc2-0377cae59827,Devi Hasanah,5,"keren, proses nya cepat dan mudah",0,2025-11-10T10:31:02,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,1305155a-f7a0-4e72-98bb-c23cb5827a3f,Dadang Azis,5,mudah dan nyaman,0,2025-11-08T08:57:57,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,d33c47f9-dd20-4df1-a58d-ec1fefb389ee,Annisa Noviana hady,1,sangat tidak rekomended,0,2025-11-06T16:51:06,,,3.1.7,0
gov.disdukcapilkotabdg.salaman,4b2cdf77-d0df-48db-b462-4c231e612450,Icha Aher,5,Mantap mempermudah masyarakat,0,2025-11-06T10:40:06,,,,1
gov.disdukcapilkotabdg.salaman,93b460de-20ba-47d3-b8db-da23d30d8bb3,Sufe Dera,1,DATA DIPAKAI ORANG GIMANA INI,0,2025-11-04T09:59:57,,,,0
gov.disdukcapilkotabdg.salaman,5ec9389b-bd85-443b-beb6-b89659d34f45,Eka Tresna purnama,1,"cik atuh euy nyieun aplikasi make duit rakyat,nu baleg pelayanan kudu gancang,gawe pns na ulah salare wae.",5,2025-11-04T07:16:16,,,3.1.7,0
gov.disdukcapilkotabdg.salaman,fcca913f-5c17-47a0-862c-b809c4e25c80,Aplikasi Semua,5,Good Job,0,2025-11-03T15:15:12,,,,1
gov.disdukcapilkotabdg.salaman,9f7ea535-236b-4425-bc39-063e372cbbf4,Ella Yulianti,2,aplikasi nyusahan mau daftar login di aplikasi salaman tetep gak bisa sudah di daftar kan pake nik orang lain padahal kan saya belum pernah mendaftar kan pke nik orang lain email selalu salah padahal Emil itu bener ribet amat nie mau bikin dokumen juga harus dowlod aplikasi salaman tapi tetep susah masuk nya😏,0,2025-11-03T12:05:25,,,3.1.7,0
gov.disdukcapilkotabdg.salaman,204f2259-6c8b-4f72-8b0e-5d170f12b2f7,Robi Senjaya,5,sangat membantu aplikasi nya jd tidak perlu repot datang ke lokasi buat antri dan ga ribet,0,2025-11-03T09:18:37,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,a5316ca0-16c6-4d04-9b54-29ca9576ec27,Yunimar 124,5,Membantu sekali dan cepat,0,2025-10-31T21:29:03,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,ef455209-7d7f-449b-b8cb-fdbbbfb19614,Ahza Rafif,5,good job,0,2025-10-28T13:10:00,,,,1
gov.disdukcapilkotabdg.salaman,3a0d57dc-6021-4de6-8a7e-9d6aedbd8f31,Gaudencio Adelardo,5,"layanan online tdk ribet cuma agak lama aja proses pembuatan KIA inline,, semoga ke depannya lebih mudah dan cepat",0,2025-10-27T12:53:48,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,5b1ff99e-f46a-4f26-948c-78e499f94a0e,uus suryana,5,sangat membantu sekali,0,2025-10-27T08:54:21,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,70ab887b-9583-4ed6-ae1e-90ede433c125,Linda Winarti,4,"hallo, kapan ya bisa pengajuan buat KIA udah beberapa bulan nunggu masih eror juga. datang ke tempat juga sama katanya kalau apk eror, di sana juga eror jadi gimana ya kapan diperbaiki?",0,2025-10-25T06:14:07,,,,1
gov.disdukcapilkotabdg.salaman,7d9c988d-1a7f-45d8-b9de-2579623d0e3a,Dodi surya Sucipto,5,sangat membantu app mudah di pahami,0,2025-10-24T15:05:20,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,ce7186df-2bb8-4f7f-b85f-25f5756bf2bf,Hanif Tsuroiyah,5,"masih ada kurang singkron antara file yg diminta di upload dan form yg ada pdf. di bagian akta lahir, form pdf cm sampai hlm 4 tp pas upload diminta hlm 5. harus diperbaiki lagi, mngkin di jenis layanan lain jg ada yg belum singkron. bagian form bpjs kesehatan cm ada 2 pilihan dftr bpjs BBL dan tidak daftar, harusny ada pilihan ""sudah terdaftar"" krn ada yg sudah didaftarkan dr RS",1,2025-10-23T07:44:55,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,49e61eb8-1512-45b8-a6a6-093d43cda8fb,Ais Darmawansyah,1,"ga guna, ga kepake buat cari info pribadi sendiri",0,2025-10-22T20:22:31,,,3.1.7,0
gov.disdukcapilkotabdg.salaman,7ff35a63-3c85-41b8-b199-4e6196498a7f,silvi setyarini,5,"saya mengurus kepindahan dari bandung ke bogor tgl 20 oktober 2025. mengurus ke RT RW kelurahan ,kecamatan sendiri. setelah semua berkas lengkap seperti yang diminta di aplikasi, lalu dilanjut ke aplikasi salaman...besoknya, tgl 21 okt, ada notifikasi bahwa data berhasil di proses dan malamnya , saya cek email, ternyata sudah ada surat kepindahan saya... terimakasih , aplikasi ini membantu sekali, buat para petugas kel.cipadung, kec. cibiru kota bandung,, the best pelayanannya .",0,2025-10-22T11:08:49,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,1b6275d0-83fa-4f0f-b803-363f599f7269,Ahmad Saftari,1,pengajuan saya tiba tiba hilang tanpa ada notifikasi gagal atau apa. kocak,0,2025-10-21T15:47:18,,,3.1.7,0
gov.disdukcapilkotabdg.salaman,3d743430-500d-4f2b-b47c-93f44508a603,Ace Najmudin,5,mudah dan simpel,0,2025-10-21T15:01:42,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,169d562b-6d9f-4ad8-b7d3-ba54eb233adb,mety yulian siska,5,"aplikasi yang sangat berguna, pengurusan administrasi kependudukan jadi lebih gampang secara online tanpa harus ke disdukcapil langsung. 2 hari langsung beres dengan hanya duduk manis di rumah.",0,2025-10-20T14:55:45,,,,1
gov.disdukcapilkotabdg.salaman,0a071ceb-06c5-440f-bfd7-05a24d18f6af,Ummi Raeesah,4,mantaf,0,2025-10-18T20:12:21,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,b727e3bd-4eca-4cc0-a08b-6d51bf651387,endar triana,5,aplikasi mudah digunakan meskipun pengajuan awal membutuhkan waktu 7hari untuk diproses dan ternyata gagal karena ada dokumen yang sedikit kurang lengkap namun setelah perbaikan dan pengajuan kembali waktu yang dibutuhkan sangat cepat sekali karena keesokan hari setelah pengajuan dokumen pengajuan kami sudah selesai diproses terimakasih dan mari terus berkembang bersama,1,2025-10-18T18:40:34,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,c0970faa-443f-4c1a-9da2-875a9ce065f3,Suchi Syafitri,5,Terimakasih sangat membantu dan gak perlu repot kemana2.,0,2025-10-17T13:56:06,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,054ef6d9-506c-4330-812e-47e385d246a2,Yudi Hambali,5,Bagus dan sangat membantu,0,2025-10-16T20:22:48,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,0c7e50fa-d62d-4e3b-be7d-f1c23fbf8146,Mughni Labib,5,"sangat membantu dengan adanya aplikasi online ini , hanya saja di saat mau membuat KIA tidak dapat di akses terus 🙄 kenapa ya? kapan bisa di klik nya",0,2025-10-15T06:42:43,,,,1
gov.disdukcapilkotabdg.salaman,0d196dde-2447-4568-9537-89fc685e9797,Rayyan Yasser,5,"Bagus, dan cepat,",0,2025-10-14T09:57:30,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,c1df6f4e-83ff-488b-93de-e31868be78e6,Adelia Zalifa Zahra P F,5,"mantap , fast and mudah",0,2025-10-13T11:35:33,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,560daa67-cd5c-4450-afc4-cbefe0762e61,Nana Suganda,5,"mudah,cepat",0,2025-10-10T15:02:19,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,187b9e80-0995-468b-8dd1-ad80f0b47742,soni onay,1,katanya mempermudah tapi saat baru mau daftar aja malah sudah terdaftar aneh sejak kapan saya sudah daftar??isi pake email aja sama aja teu guna lah,0,2025-10-09T05:33:40,,,3.1.7,0
gov.disdukcapilkotabdg.salaman,c99182ab-54dd-4131-bb34-a422a1c31ddb,Iksan Ramdoni,5,sangat membanttu,0,2025-10-08T17:38:38,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,57df5822-4b9c-4399-9272-65b2ad6d1830,Alika Naila putri,5,"Alhamdulillah pengajuan pindah datang buat kk baru 3 hari selesai, sangat membantu trimaksih",0,2025-10-07T15:53:57,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,de15c450-575c-42a8-b5fa-5971d66b8738,Pengguna Google,1,aplikasi ribet,0,2025-10-07T11:03:26,,,3.1.7,0
gov.disdukcapilkotabdg.salaman,e1ec6c9a-c6b9-45d9-8fe8-9bb90856427e,ekaa muldiyaa,5,"penggunaan aplikasi sangat mudah, proses pembuatan akte juga sangat cepat, alhamdulillah sangat mempermudah dan membantu sekali, terimakasih..",0,2025-10-06T09:47:25,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,dc65fc79-53c3-446c-9cbd-844b4eb8629c,Adriansyah Praditaamzari,1,mau login susah banget soalnya no hp sama Gmail sudah hilang 🤦🤦,0,2025-10-01T23:55:36,,,,0
gov.disdukcapilkotabdg.salaman,be23fc1f-7e6b-46c9-b5db-df8a9e78f35c,Agisna Agita,5,memuaskan 👏👏👏,0,2025-10-01T13:30:38,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,d34e1dc7-14af-4646-a0d6-9eb400f834a9,Susan Oktaviani,1,"Di awal sudah ada ya form apa aja yg harus disiapkan, makin di klik makim banyak tuh tambahan berkas nya mending lgsg dtg aja deh lebiiih jelaaaas",0,2025-09-30T09:50:27,,,,0
gov.disdukcapilkotabdg.salaman,76fd7f12-a048-4fc1-ba38-1512ecfb47d3,amelia sidik,5,"mudah sekali, terimakasih 👍",0,2025-09-29T20:49:18,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,95db1554-ebb5-4da9-9556-356680c4ec18,Sutaraharja Teddy,5,cepat,0,2025-09-29T17:58:22,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,87c598d6-2fc4-4570-876f-ee42bc333405,Awang Yudhayana,5,sangat memudahkan dan tanpa birokrasi yg ribet serta gratis tanpa pungli terima kasih KDM,0,2025-09-29T12:56:20,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,f79a409b-69b1-45b8-82fd-ab79f40fc9bf,Syahla Alfara,5,Memudahkan pengurusan secara online,0,2025-09-25T22:18:18,,,,1
gov.disdukcapilkotabdg.salaman,ce3ccbb3-a080-4ec6-a1de-6cd4827f049b,sewaka dadioka,2,nik sama no hp sd h bnar ttp GK bisa login tong gimana solusinya,0,2025-09-25T07:48:10,,,3.1.7,0
gov.disdukcapilkotabdg.salaman,c24f81df-057d-431e-ba6d-90b2cf39cdd4,lies windhu,5,cepat dan mudah,0,2025-09-22T16:33:51,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,960dd64f-e123-4175-bdc8-27c2a4726b3a,Riki Agus Saputra,5,"sangat mudah, dan dokumen2 tinggal cetak sendiri lebih praktis",0,2025-09-22T12:06:28,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,e7b1c6cc-7527-4717-bd3a-57d9ac68cc9c,rizal yuliandi pratama,1,pembuatan ktp gaada sangat di sayangkan,0,2025-09-19T18:04:26,,,3.1.7,0
gov.disdukcapilkotabdg.salaman,438f5c43-3b79-4bb9-bc12-7dfcfad55c67,Rihel Gea,1,"saya mau daftar untuk keperluan pindah penduduk di luar kota, tetapi NIK yg saya daftar sdh pernah di daftar padahal baru pertama kali sya mengenal apl ini mohon petunjuk nya karna saya butuh bantuan",0,2025-09-18T13:45:07,,,3.1.7,0
gov.disdukcapilkotabdg.salaman,3eda6fbf-a15e-4589-9c01-972ea9a2aa7e,Rizan Rinzani,5,bagus...gampang di mengerti,0,2025-09-18T13:05:00,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,7835d4eb-8017-4dfc-b456-da938f349c6b,Nanang Lesmana,5,Proses sangat cepat dan baik,0,2025-09-18T13:03:25,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,c6697db6-d017-48e7-9a93-a453ee373027,Asep Suherman,5,mudah di aplikasikan simpel dan mudah dimengerti,0,2025-09-17T10:17:48,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,67c0de9e-97bf-4011-b37e-6f6a2eaec44b,Dedi Mulyadi,5,terbantukan,0,2025-09-17T08:50:17,,,,1
gov.disdukcapilkotabdg.salaman,d85f0ca0-20e4-4a6c-8be8-621a14374cf6,Thinez Dragonz,5,memudahkan,0,2025-09-17T07:04:58,,,,1
gov.disdukcapilkotabdg.salaman,09dddc2e-6f36-4f9a-8374-1a68a2f63095,Winda Winarty,5,"sangat membantu ,dan proses nya di up dengan cepat trima kasihh 🙏",0,2025-09-16T15:34:23,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,f4b7fd15-f6ed-4e6c-84a7-3c835ec6f7a5,hendri marmata,5,Kren,0,2025-09-15T09:13:16,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,2bd2df6d-3e74-43fc-8769-de9c1866d851,Bang Arigana Offisial,5,coba,0,2025-09-13T09:45:48,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,5095da0c-f2f2-4810-b8dd-ccc4da1eb131,Muhamad Dody,1,apk tolol intinya gabisa login aneh,0,2025-09-13T00:43:53,,,,0
gov.disdukcapilkotabdg.salaman,e595ab9f-13db-48a6-80e5-0397786c6415,Hardi Prasetyo,5,canggih disduk nihh keren habisss,0,2025-09-12T09:25:19,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,576f71d2-80d1-48c2-849c-5531c364ae21,Yoga Arisa Almahrya,5,Aplikasi yang sangat memudahkan para orangtua untuk membuat akte kelahiran dan kartu keluarga baru. Terutama yang orangtuanya bekerja di luar kota. Terima kasih kepada dinas terkait atas pembuatan aplikasi salaman ini.,0,2025-09-11T19:55:07,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,eac09081-1f4c-4125-b989-4924d4aa3e23,Ummu Muhammad,2,"harusnya seperti mobile jkn dong bisa login dimana aja, ini loginnya harus pake hape yg udah di daftarkan dari awal kok gitu sih? soalnya aku udah ganti hape",0,2025-09-11T15:23:14,,,,0
gov.disdukcapilkotabdg.salaman,38654a83-2dd4-4a12-a6c1-c2a7b1ee6de5,Windi Aulia,1,dari awal download sampe sekarang susah masuk,0,2025-09-10T18:47:43,,,3.1.7,0
gov.disdukcapilkotabdg.salaman,f0ee023a-64dd-43bb-9430-6161f829d2cd,JONO XYNERVA,5,Alhamdulillah KIA selesai di proses,0,2025-09-10T13:08:23,,,,1
gov.disdukcapilkotabdg.salaman,45b8bf79-1f1d-40c8-b953-d7d2b0ce24d8,aqila chanel,1,Gada d appstore,0,2025-09-10T08:26:56,,,3.1.5,0
gov.disdukcapilkotabdg.salaman,ddec7d43-a0d0-4182-ba39-2387cc4befc0,Hape Itel,5,mantap,0,2025-09-08T16:49:07,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,a4f97f2c-6be3-4565-a0b2-34f3ed426759,Dodi Idhoy Suhendar,5,Aplikasi yang sangat membantu dalam pengurusan administrasi semua serba online . Terima kasih,0,2025-09-06T20:37:26,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,1b91d2b0-53a6-4c10-bf53-8812b831fb82,mutiaramoon,5,pengajuan dokumen mudah cepat tanpa ongkos tanpa pungli..satset juga..sukaa 😍,0,2025-09-03T16:57:48,,,,1
gov.disdukcapilkotabdg.salaman,a6da9351-710e-4bb9-9034-f5c090faa088,odi santoso,1,"aplikasi ga guna, nyusahin doang, mau daftar dibilang udah terdaftar padahal baru pertama pake, terus nyoba log in akun emailnya ga sesuai, nyoba reset password juga bilangnya emailnya ga cocok, terus ini kalo komplen harus kemana?",18,2025-09-03T15:09:19,,,3.1.7,0
gov.disdukcapilkotabdg.salaman,dde7225b-11f4-4ce8-92d3-9ee32b4769c5,rudi uyun,5,terimakasih pelayanan disdukcapil kota bandung sangat mudah bisa diajukan tanpa keluar rumah,0,2025-09-03T08:23:11,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,7cc059dc-e4f6-45d6-badd-430054820612,Kay Key,5,aplikasi yg sangat mempermudah kita untuk kepengurusan data kependudukan.,0,2025-09-03T07:19:25,,,,1
gov.disdukcapilkotabdg.salaman,39d56699-c983-4d17-9e1a-72e225bfe39e,Febiana Rima Diputri,5,aplikasi yang sangat membantu pengurusan administrasi kependudukan secara cepat dan praktis. tidak perlu antri lagi semuanya serba online. penanganan pengaduan pun ditangani dengan cepat. saran saya untuk pembuatan KIA tolong adakan lg fitur diantar via gojek atau pos seperti tahun 2021 agar praktis tidak perlu ke gerai. terima kasih,2,2025-09-02T18:11:43,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,c064d12d-5c89-43b5-adf6-557dce563802,Ida Parida,5,sangat baguss sangat membantu Tampa harus datang ke lokasi,0,2025-08-29T19:45:00,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,79b3a061-e845-4b0c-bdf7-75bce62cf436,James Tarigan,5,sangat membantu terimakasih,0,2025-08-29T10:24:49,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,cbf8d4cf-4819-42e3-935a-fdc2e9f1a43a,Sarah Adila,5,saya mau bikin KIA tapi kenapa ga bisa ya,0,2025-08-27T18:27:15,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,747946e8-8b50-419f-91d9-241b2b6e60a0,Nayang Rachel,5,"mending pake aplikasi ini asal ngerti aja pakenya tanya2 di google gratis, daripada pake calo 150 -200rb",0,2025-08-26T12:11:23,,,,1
gov.disdukcapilkotabdg.salaman,808abf68-18f3-46e2-9673-621ada7ddb44,Asep ruhiat,5,memudahkan pelayanan,0,2025-08-25T09:56:15,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,7c2f35f9-d41b-4517-afff-de070f8dfaef,Ahmad Nawawi,1,"ga bisa masuk,nik sudah terdaftar, padahal belum pernah",0,2025-08-24T15:26:48,,,3.1.7,0
gov.disdukcapilkotabdg.salaman,462bdac4-8295-4673-aeed-25cf9cdb8ce7,Arif Rochyadi,5,mempermudah dalam kepengurusan kartu keluarga dan akte kelahiran..untuk membuat kia kok masih belum bisa lewat aplikasi/ada gangguan ya?..,0,2025-08-22T19:08:03,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,5c31ad18-ad3a-49f2-b58e-8a3fe95a113a,Kai Masuik,5,Memudahkan segala sesuatu terkait pencatatan sipil.,0,2025-08-22T11:00:37,,,,1
gov.disdukcapilkotabdg.salaman,d6675b13-4b18-4f60-a5bf-de9323f9cee1,Obays Iskandar,5,"Aplikasi yg sangat membantu dan memudahkan dalam Urusan kependudukan secara online praktis dan cepat. Tanpa membutuhkan waktu lama estimasi 14 hari kerja ,tapi kenyataan nya Hasilnya cepat beres , kurang dari seminggu sudah beres Berkasnya .... Recommended Aplikasi SALAMAN mudah di pahami ....apalagi bagi Warga Awam atau gaptek dengan Smart Digitalisasi ,pasti cepat mengerti ....",1,2025-08-21T21:14:28,,,3.1.7,1
gov.disdukcapilkotabdg.salaman,836fd9e4-92b5-43e4-ac0c-293db70e787b,Eni Juhaeni,5,"alhamdulillah sangat terbantu yg tadinya tidak bisa sekarang bisa dan bisaa bantu yang membutuhkan dengan aplikasi ini ,,,,mksihh sekali segalanya jfi mudah",0,2025-08-20T07:52:58,,,3.1.7,1
